text,ecosys
improper input validation apache thrift java client library bypass sasl negotiation validation class apache thrift java client library versions fifty one hundred and ten bypass sasl negotiation iscomplete validation class assert use determine sasl handshake successfully complete could disable production settings make validation incomplete apache thriftf5 traffix_sdc ,unknown
incorrect permission assignment critical resource optional runartifacts permission enable set java system property blue ocean check permission provide access archive artifacts itemread permission sufficient optional runartifacts permission enable set java system property blue ocean check permission provide access archive artifacts itemread permission sufficient jenkins blue_ocean ,unknown
brute force protection bypass backend login ,unknown
denial service sanitize run sanitize bad html freeze browser problem occur clobber data typically nextsibling property element change one child node make impossible walk html tree lead infinite loop freeze browser ,npm
sql injection thinkphp sql injection via count parameter aggregate function mishandle aggregate variable thinkphp five thousand  one hundred and twenty-five sql injection via count parameter aggregate function mishandle aggregate variable note backquote character require attack uri thinkphp thinkphp ,unknown
jose thirty fix critical jwt vulnerability ,unknown
sql injection waterlinesequel module help generate sql statements waterline apps user input go waterline like contain startswith endswith end waterlinesequel potential malicious code malicious user input sql statements get execute full access database ,npm
iso6709 fourteen bump development versions security fix ,unknown
moderate severity vulnerability affect nuxtdevalue nuxtdevalue one hundred and twenty-three use nuxtjs two hundred and sixty-two mishandle object key lead xss nuxtjs nuxtdevaluenuxtjs nuxtjs ,npm
download resources http fuseki download binary resources http leave vulnerable mitm attack may possible remote code execution rce swap request resources attacker control copy attacker network position user remote server ,npm
crosssite script package vulnerable crosssite script xss attack autoescaping method disable default allow attacker alter database value ,unknown
entity expansion vulnerability use jruby error parse xml entities exploit exhaust memory server crash via specially craft xml document include external entity reference impact code look something like doc nokogirixml untrusted_input nokogiri gem 15x 16x do parse xml entities fail apply limit nokogiri nokogiriredhat openstackredhat satelliteredhat ,unknown
inadequate encryption strength pycrypto generate weak elgamal key parameters allow attackers obtain sensitive information read ciphertext data pycrypto two hundred and sixty-one generate weak elgamal key parameters allow attackers obtain sensitive information read ciphertext data ie semantic security face ciphertextonly attack decisional diffiehellman ddh assumption hold pycrypto elgamal implementation dlitz pycrypto ,unknown
function django one thousand  four hundred and eighteen 16x one thousand  six hundred and ten 17x one hundred and seventy-three properly handle lead whitespaces allow remote attackers conduct crosssite script xss attack via craft url relate redirect urls demonstrate njavascript url function django one thousand  four hundred and eighteen 16x one thousand  six hundred and ten 17x one hundred and seventy-three properly handle lead whitespaces allow remote attackers conduct crosssite script xss attack via craft url relate redirect urls demonstrate njavascript url djangoproject django ,unknown
improper input validation eval vulnerability exist beanbag review board parse json request eval vulnerability exist python software foundation djblets seven hundred and twenty-one beanbag review board one thousand  seven hundred and fifteen parse json request reviewboard djbletsreviewboard review_board ,unknown
uncontrolled resource consumption indexjs ssri module prone regular expression denial service vulnerability strict mode functionality via long base64 hash string indexjs ssri module five hundred and twenty-two nodejs prone regular expression denial service vulnerability strict mode functionality via long base64 hash string ssri_project ssri ,npm
10b3 fix potential xss arbitrary injection issue escape quote attribute set render portlet ,unknown
backend samesite request forgery typo3 cms typo3 cms nine hundred nine thousand  five hundred and sixteen one thousand one thousand and forty-one discover backend user interface install tool vulnerable samesite request forgery backend user trick interact malicious resource attacker previously manage upload web server script execute privilege victims user session worstcase scenario new admin users create directly use attacker vulnerability basically crosssite request forgery csrf trigger crosssite script vulnerability xss happen target host thus actually samesite request forgery malicious payload html contain javascript might provide either authenticate backend user nonauthenticated user use third party extension eg file upload contact form know target location successful attack victim require active valid backend install tool user session time attack fix nine thousand  five hundred and seventeen one thousand and forty-two deployment additional mitigation techniques suggest describe sudo mode extension typo3 extension intercept modifications security relevant database table eg store user account storages file abstraction layer modifications need confirm act user provide password technique know sudo mode way unintended action happen background mitigate https https content security policy content security policies tell modern browsers resources serve particular site handle also possible disallow script executions specific locations typo3 context suggest disallow direct script execution least locations fileadmin upload typo3 typo3 ,unknown
todo mixindeep vulnerable prototype pollution versions one hundred and thirty-two version two hundred function mixindeep could trick add modify properties objectprototype use constructor payload mixindeep_project mixindeep ,npm
improper restriction operations within bound memory buffer issue discover jsrsasign package nodejs rsassapss rsapss implementation detect signature prepending zero bytes signature accept modify signatures valid attacker abuse behavior application create multiple valid signatures one signature exist also attacker might prepend bytes goal trigger memory corruption issue issue discover jsrsasign package eight thousand and seventeen nodejs rsassapss rsapss implementation detect signature prepending zero bytes signature accept modify signatures valid attacker abuse behavior application create multiple valid signatures one signature exist also attacker might prepend bytes goal trigger memory corruption issue jsrsasign_project jsrsasign ,npm
download resources http robotjs download binary resources http leave vulnerable mitm attack may possible remote code execution rce swap request binary attacker control binary attacker network position user remote server ,npm
kinto five hundred and ten replace insecure use randomrandom randomchoice secure randomsystemrandom random randomsystemrandom choice ,unknown
privilege sandbox issue sandbox bypass vulnerability jenkins script security plugin relate handle method pointer expressions allow attackers execute arbitrary code sandboxed script sandbox bypass vulnerability jenkins script security plugin one hundred and sixty-one earlier relate handle method pointer expressions allow attackers execute arbitrary code sandboxed script jenkins script_security ,unknown
uncontrolled resource consumption scrapy allow remote attackers denial service memory consumption via large file arbitrarily many file read memory especially problematic file individually write separate thread slow storage resource demonstrate interaction datareceived s3filesstore scrapy fourteen allow remote attackers denial service memory consumption via large file arbitrarily many file read memory especially problematic file individually write separate thread slow storage resource demonstrate interaction datareceived s3filesstore scrapy scrapy ,unknown
high severity vulnerability affect haxedev haxedev crossplatform toolkit haxedev download binary resources http leave vulnerable mitm attack may possible remote code execution rce swap request binary attacker control binary attacker network position user remote server haxe haxedev ,npm
path traversal teampass allow authenticate teampass user trigger php file include vulnerability via craft http request teampass two hundred and twelve thousand  seven hundred and thirty-six allow authenticate teampass user trigger php file include vulnerability via craft http request newvalue directory traversal teampass teampass ,unknown
improper input validation vulnerable prototype pollution export function package trick add modify properties objectprototype exploitation vulnerability require creation new directory attack code place export six vulnerable prototype pollution export function package trick add modify properties objectprototype exploitation vulnerability require creation new directory attack code place export consider low risk ,npm
ruby method file symlink race condition arbitrary file deletion ruby contain race condition flaw may allow malicious local user delete arbitrary file system issue due method create temporary file insecurely possible local attacker use symlink attack program unexpectedly write overwrite attacker specify file method ruby one hundred and eighty-six one hundred and eighty-six thousand  four hundred and twenty one hundred and eighty-seven one hundred and eighty-seven thousand  three hundred and thirty 188dev one hundred and ninety-one one hundred and ninety-one thousand  four hundred and thirty one hundred and ninety-two one hundred and ninety-two thousand  one hundred and thirty-six 193dev allow local users delete arbitrary file via symlink attack rubylang ruby ,unknown
arbitrary command execution logkitty lack output sanitization allow attack execute arbitrary command via logkitty npm package version seventy-one logkitty_project logkitty ,npm
denial service cryptacular cryptacular one hundred and twenty-three use apereo cas products allow attackers trigger excessive memory allocation decode operation nonce array length associate new byte may depend untrusted input within header encode data vt cryptacular ,unknown
django two thousand  one hundred and eleven fix security issue two thousand  one hundred and ten cve201914232 denialofservice possibility cve201914233 denialofservice possibility strip_tags cve201914234 sql injection possibility key index lookups jsonfield hstorefield cve201914235 potential memory exhaustion issue discover django 111x eleven thousand  one hundred and twenty-three 21x two thousand  one hundred and eleven 22x two hundred and twenty-four char word methods pass htmltrue argument extremely slow evaluate certain input due catastrophic backtrack vulnerability regular expression char word methods use implement truncatechars_html truncatewords_html template filter thus vulnerable djangoproject django ,unknown
path traversal affect versions package fasthttp path sanitization path provide fsreadfile indexjs fasthttp_project fasthttp ,npm
insufficient entropy randomdigits method generate digits lack perfect distribution enough attempt eran hammer cryptiles version four hundred and eleven earlier contain cwe331 insufficient entropy vulnerability randomdigits method result attacker likely able brute force something suppose random attack appear exploitable via depend upon call application vulnerability appear fix four hundred and twelve cryptiles_project cryptiles ,npm
zwiki fifty-nine vulnerability comment form ,unknown
ruby random number generation local denial service vulnerability ruby 187p352 reset random seed upon fork make easier contextdependent attackers predict value random number leverage knowledge number sequence obtain different child process relate issue cve20030900 note issue exist regression ruby one hundred and eighty-six development ruby 187p352 reset random seed upon fork make easier contextdependent attackers predict value random number leverage knowledge number sequence obtain different child process relate issue cve20030900 note issue exist regression ruby one hundred and eighty-six development rubylang ruby ,unknown
moderate severity vulnerability affect omniauthoauth2 crosssite request forgery csrf vulnerability omniauthoauth2 gem one hundred and eleven earlier ruby allow remote attackers hijack authentication users request modify session state omniauthoauth2 ,unknown
python3ldap nine hundred and fifty-four security issue lazy connections ,unknown
buffer overflow pillow sgi buffer overflow pillow six hundred and twenty-two sgi buffer overflow python pillow ,unknown
path traversal path traversal vulnerability path traversal vulnerability httplivesimulator one hundred and seven cause unauthorized access arbitrary file disk append extra slash url httplivesimulator ,npm
vulnerability view select options general emberjs escape strip usersupplied content insert string send innerhtml however change make implementation select view mean usersupplied data bind option label escape correctly applications use ember select view pass usersupplied content label speciallycrafted payload could execute arbitrary javascript context current domain xss crosssite script xss vulnerability emberjs 110x one thousand  one hundred and one 111x one thousand  one hundred and twelve emberjs emberjs ,unknown
improper certificate validation host name verification use tls websocket client miss host name verification use tls websocket client miss enable default versions affect apache tomcat 900m1 nine hundred and nine eight hundred and fifty eight thousand  five hundred and thirty-one 800rc1 eight thousand and fifty-two seven thousand and thirty-five seven thousand and eighty-eight apache tomcatoracle retail_order_broker ,unknown
escape sequence injection rubygems issue discover rubygems twenty-six later three hundred and two gem owner command output content api response directly stdout therefore response craft escape sequence injection may occur rubygems rubygems ,unknown
moderate severity vulnerability affect jqueryui crosssite script xss vulnerability default content option tooltip widget jquery ui one thousand  one hundred allow remote attackers inject arbitrary web script html via title attribute properly handle autocomplete combo box demo jqueryui jquery_ui ,npm
apache activemq webconsole admin gui open xss apache activemq five hundred fifty-one thousand  five hundred and eleven webconsole admin gui open xss view list content queue apache activemq ,unknown
moderate severity vulnerability affect puppet puppet two thousand  six hundred and seventeen 27x two thousand  seven hundred and eighteen puppet enterprise two hundred and fifty-two properly restrict character common name field certificate sign request csr make easier userassisted remote attackers trick administrators sign craft agent certificate via ansi control sequence puppet puppetpuppetlabs puppetpuppet puppet_enterprise ,unknown
crosssite script 3rd party library flowplayer ,unknown
password_checker function moinmoin one hundred and sixty-one use cracklib pythoncrack feature even though threadsafe allow remote attackers denial service segmentation fault crash via unknown vectors password_checker function moinmoin one hundred and sixty-one use cracklib pythoncrack feature even though threadsafe allow remote attackers denial service segmentation fault crash via unknown vectors moinmo moinmoin ,unknown
information disclosure issue active resource possible information disclosure issue active resource v511 could allow attacker create specially craft request access data unexpected way possibly leak information rubyonrails active_resource ,unknown
regular expression denial service bleach vulnerable regular expression denial service redo certain type input pass sanitize function lead long process time hang process occur ,npm
incorrect default permissions miss permission check jenkins pipeline github notify step plugin allow attackers overallread permission connect attackerspecified url use attackerspecified credentials ids obtain another method capture credentials store jenkins miss permission check jenkins pipeline github notify step plugin one hundred and four earlier allow attackers overallread permission connect attackerspecified url use attackerspecified credentials ids obtain another method capture credentials store jenkins jenkins ,unknown
xssscript injection vulnerability matestack matestackuicore rubygem seventy-four vulnerable xssscript injection vulnerability patch version seventy-four matestack uicore ,unknown
information exposure issue discover phpmyadmin user specially craft symlink disk file phpmyadmin permit read user phpmyadmin expose user issue discover phpmyadmin user specially craft symlink disk file phpmyadmin permit read user phpmyadmin expose user 46x versions prior four hundred and sixty-four 44x versions prior forty-four thousand  one hundred and fifty-eight 40x versions prior four hundred and one thousand and seventeen affect phpmyadmin phpmyadmin ,unknown
three remove dualfield hashfield case useful secure ,unknown
os command injection command injection exist pdfimage due unescaped string parameter command injection exist pdfimage v200 due unescaped string parameter pdfimage_project pdfimage ,npm
vulnerability json parser ruby rail thirty twenty-three vulnerability json code ruby rail allow attackers bypass authentication systems inject arbitrary sql inject execute arbitrary code perform do attack rail application ruby rail 23x two thousand  three hundred and sixteen 30x three thousand and twenty properly convert json data yaml data process yaml parser allow remote attackers execute arbitrary code conduct sql injection attack bypass authentication via craft data trigger unsafe decode different vulnerability cve20130156 rubyonrails railsrubyonrails ruby_on_rails ,unknown
bypass restrict python user create edit templates bypass restrict python ,unknown
deserialization untrusted data find xstream api introduce regression previous deserialization flaw security framework initialize may allow remote attacker run arbitrary command unmarshalling xml support format eg json regression cve20137285 find xstream api version one thousand  four hundred and ten one thousand  four hundred and eleven introduce regression previous deserialization flaw security framework initialize may allow remote attacker run arbitrary command unmarshalling xml support format eg json regression cve20137285 xstream_project xstream ,unknown
crosssite script ratpack vulnerable crosssite script xss affect development mode error handler exception message contain untrusted data note production mode error handler vulnerable utilize production would require users disable development mode versions ioratpack ratpackcore nine hundred and ten inclusive one hundred and seventy-six vulnerable crosssite script xss affect development mode error handler exception message contain untrusted data note production mode error handler vulnerable utilize production would require users disable development mode ratpack ratpack ,unknown
regular expression denial service possible block event loop specially craft user input allow validator use utcmillisec format ismyjsonvalid package two thousand  one hundred and twenty-four nodejs incorrect export regular expression allow remote attackers denial service block event loop via craft string is_my_json_valid ,npm
incorrect privilege assignment difficult exploit vulnerability allow low privilege attacker network access via multiple protocols compromise mysql connectors vulnerability mysql connectors attack may significantly impact additional products successful attack vulnerability result takeover mysql connectors vulnerability mysql connectors component oracle mysql subcomponent connectorj support versions affect five thousand  one hundred and forty earlier difficult exploit vulnerability allow low privilege attacker network access via multiple protocols compromise mysql connectors vulnerability mysql connectors attack may significantly impact additional products successful attack vulnerability result takeover mysql connectors cvss thirty base score eighty-five confidentiality integrity availability impact cvss vector cvss30av nac hpr lui ns cc hi ha h oracle connectorj ,unknown
http response split uvicorn encode uvicorn ,unknown
djangolazysignup forty fix security issue generate usernames base session key rather actually session key avoid potential security issue app might simply display username give away significant part user session key username generate sha1 hash session key change mean exist generate users become invalid ,unknown
soapfish sixty potential security issue pattern restrictions apply correctly ,unknown
jekyll _configyml privilege escalation jekyll three hundred and sixty-two 37x three hundred and seventy-three 38x three hundred and eighty-three allow attackers access arbitrary file specify symlink include key _configyml file jekyll three hundred and sixty-two 37x three hundred and seventy-three 38x three hundred and eighty-three allow attackers access arbitrary file specify symlink include key _configyml file jekyllrb jekyll ,unknown
information exposure nodeopencv malicious module publish intent hijack environment variables unpublished npm nodeopencv malicious module publish intent hijack environment variables unpublished npm nodeopencv_project nodeopencv ,npm
improper access control fragmentlistener httpkernel component symfony esi ssi support enable check _controller attribute set allow remote attackers bypass url sign security rule include one hash two invalid hash request _fragment fragmentlistener httpkernel component symfony two thousand  three hundred and nineteen two thousand  three hundred and twenty-eight two hundred and forty-nine two thousand  four hundred and ten two hundred and fifty-four two thousand  five hundred and eleven two hundred and sixty two hundred and sixty-seven esi ssi support enable check _controller attribute set allow remote attackers bypass url sign security rule include one hash two invalid hash request _fragment sensiolabs symfony ,unknown
moderate severity vulnerability affect nokogiri xz_head function xzlibc libxml2 two hundred and ninety-six allow remote attackers denial service memory consumption via craft lzma file decoder functionality restrict memory usage require legitimate file xmlsoft libxml2 ,unknown
path traversal weatherswlyons vulnerable directory traversal issue give attacker access filesystem place url weatherswlyons simple web server weather update weatherswlyons vulnerable directory traversal issue give attacker access filesystem place url weatherswlyons ,npm
path traversal jn_jj_server vulnerable directory traversal issue give attacker access filesystem place url jn_jj_server static file server jn_jj_server vulnerable directory traversal issue give attacker access filesystem place url jn_jj_server ,npm
information exposure error responses apache atlas include stack trace expose excessive information error responses apache atlas versions 060incubating 070incubating include stack trace expose excessive information apache atlas ,unknown
directory traversal dgard8lab6 vulnerable directory traversal issue give attacker access filesystem place urln ,npm
crosssite script xss verdaccio verdaccio three thousand  one hundred and twenty allow xss verdaccio verdaccio ,npm
remote code execution gem contain flaw upload process due gem fail restrict arbitrary command imagemagicks convert may allow remote attacker gain readwrite access filesystem execute arbitrary command ,unknown
information exposure passenger run root possible list content arbitrary file system symlinking file name revision application root folder file choice query passengerstatus showxml phusion passenger five thousand  one hundred and ten fix passenger open source five thousand  one hundred and eleven passenger enterprise five thousand  one hundred and ten passenger run root possible list content arbitrary file system symlinking file name revision application root folder file choice query passengerstatus showxml phusion passenger ,unknown
code injection pdf viewer sufficiently sanitize postscript calculator function allow malicious javascript inject craft pdf file javascript run permissions pdf viewer worker pdf viewer sufficiently sanitize postscript calculator function allow malicious javascript inject craft pdf file javascript run permissions pdf viewer worker vulnerability affect firefox esr five hundred and twenty-eight firefox sixty mozilla firefoxmozilla firefox_esr ,npm
concurrent execution use share resource improper synchronization race condition urisigner subjectto time attack issue discover symfony two hundred and eighty two thousand  eight hundred and fifty three hundred and forty three thousand  four hundred and thirty-four four hundred and twenty four thousand  two hundred and eleven four hundred and thirty four hundred and thirty-seven urisigner subject time attack relate symfonyhttpkernel sensiolabs symfony ,unknown
directory traversal goserv vulnerable directory traversal issue give attacker access filesystem place url ,npm
improper input validation hash slice i18n gem ruby allow remote attackers denial service application crash via call situation some_key present keep_keys present hash hash slice i18n gem eighty ruby allow remote attackers denial service application crash via call situation some_key present keep_keys present hash i18n_project i18n ,unknown
moderate severity vulnerability affect orgbouncycastle bcprovjdk14 orgbouncycastle bcprovjdk15 bouncy castle jce provider version one hundred and fifty-five earlier ecies implementation allow use ecb mode mode regard unsafe support remove provider bouncycastle ,unknown
improper access control break access control import module ,unknown
inconsistent interpretation http request http request smuggle flaw find undertow regard process invalid http request large chunk size flaw allow attacker take advantage http request smuggle flaw find undertow versions 211final regard process invalid http request large chunk size flaw allow attacker take advantage http request smuggle redhat undertow ,unknown
sql injection vulnerabililty file manager search filter contao 4x allow sql injection fix contao four thousand  four hundred and thirty-nine contao four hundred and seventy-five contao contao ,unknown
guillotina four hundred and fifty-eight fix memory leak security policy lookups ,unknown
deserialization untrusted data jenkins yaml axis plugin configure yaml parser prevent instantiation arbitrary type result remote code execution vulnerability jenkins yaml axis plugin twenty earlier configure yaml parser prevent instantiation arbitrary type result remote code execution vulnerability jenkins yaml_axis ,unknown
path traversal directory traversal vulnerability find assets controller play framework run windows allow remote attacker download arbitrary file target server via specially craft http request directory traversal vulnerability find assets controller play framework two thousand  six hundred and twelve two thousand  six hundred and fifteen fix two thousand  six hundred and sixteen run windows allow remote attacker download arbitrary file target server via specially craft http request lightbend play_framework ,unknown
incorrect authorization improper authorization vulnerability exist jenkins promote build plugin statusjava allow attacker read access job perform promotions improper authorization vulnerability exist jenkins promote build plugin two thousand  three hundred and eleven earlier statusjava allow attacker read access job perform promotions jenkins promoted_builds ,unknown
improper restriction xml external entity reference issue discover serviceapi allow xxe resultant secrets disclosure ssrf via junit xml launch import issue discover serviceapi four thousand  three hundred and twelve 5x five hundred and eleven report portal allow xxe resultant secrets disclosure ssrf via junit xml launch import reportportal serviceapi ,unknown
moderate severity vulnerability affect actionpack crosssite script xss vulnerability simple_format helper ruby rail 4x four hundred and two allow remote attackers inject arbitrary web script html via craft html attribute rubyonrails rail ,unknown
bypass security constraints ws endpoints use wss4jininterceptor package bypass wssecurity process allow remote attackers obtain access soap service via http get request apache cxf two hundred and fifty-eight 26x two hundred and sixty-five 27x two hundred and seventy-two use wss4jininterceptor bypass wssecurity process allow remote attackers obtain access soap service via http get request apache cxf ,unknown
persistent crosssite script nexus repository manager sonatype nexus repository three thousand  two hundred and twelve allow xss sonatype nexus ,unknown
time attack vulnerability cookiesignature vulnerable time attack one hundred and six affect time attack due type comparison use cookiesignature ,npm
improper input validation apache santuario xml security java cache mechanism introduce speed create new xml document use static pool documentbuilders however untrusted code register malicious implementation thread context class loader first implementation might cache reuse apache santuario version two hundred and three apache santuario xml security java cache mechanism introduce speed create new xml document use static pool documentbuilders however untrusted code register malicious implementation thread context class loader first implementation might cache reuse apache santuario xml security java lead potential security flaw validate sign document etc vulnerability affect apache santuario xml security java 20x release two hundred and three 21x release two hundred and fourteen apache ,unknown
critical severity vulnerability affect jacksondatabind issue discover fasterxml jacksondatabind two hundred two hundred and ninety-five use jackson default type along gadget class ibatis allow exfiltration content fix two thousand  seven hundred and ninety-four twenty-eight thousand  one hundred and twelve two hundred and ninety-six fasterxml jacksondatabind ,unknown
crosssite script mitigation bypass prevent crosssite script xss exist magento successful exploitation vulnerability would result attacker able bypass escapeurl function execute malicious xss payload mitigation bypass prevent crosssite script xss exist magento twenty-two prior two thousand  two hundred and ten magento twenty-three prior two hundred and thirty-three 232p1 successful exploitation vulnerability would result attacker able bypass escapeurl function execute malicious xss payload magento magento ,unknown
tweepy verify server hostname match domain name subject common name cn subjectaltname field x509 certificate allow maninthemiddle attackers spoof ssl servers via arbitrary valid certificate relate use python httplib library tweepy verify server hostname match domain name subject common name cn subjectaltname field x509 certificate allow maninthemiddle attackers spoof ssl servers via arbitrary valid certificate relate use python httplib library tweepy tweepy ,unknown
information exposure jboss mod_cluster handle default hostname way excludedcontexts list mismatch root context expose jboss seven prior seven hundred and eleven mod_cluster handle default hostname way excludedcontexts list mismatch root context expose redhat ,unknown
djangorestframework two hundred and forty-five fix security issue escape tab switch cookie name browsable api ,unknown
arbitrary code execution crosssite script backend api ,unknown
inclusion sensitive information log file npm cli vulnerable information exposure vulnerability log file password value redact print stdout also generate log file versions npm cli prior six thousand  one hundred and forty-six vulnerable information exposure vulnerability log file cli support urls like protocol hostname path password value redact print stdout also generate log file cli_project cli ,npm
improper access control user edit form moodle allow remote authenticate users edit profile field lock administrator user edit form moodle thirty three hundred and three twenty-nine two hundred and ninety-five twenty-eight two thousand  eight hundred and eleven twenty-seven two thousand  seven hundred and thirteen earlier allow remote authenticate users edit profile field lock administrator moodle moodle ,unknown
high severity vulnerability affect pooledwebsocket pooledwebsocket vulnerable directory traversal issue give attacker access filesystem place url pooledwebsocket ,npm
inclusion sensitive information log file product apache cordova android earlier application call methods log class message pass methods logv logd logi logw loge store series circular buffer device default maximum four kb rotate log keep addition current log log data read use logcat device use platforms prior android jelly bean log data sandboxed per application application instal device capability read data log applications product apache cordova android five hundred and twenty-two earlier application call methods log class message pass methods logv logd logi logw loge store series circular buffer device default maximum four sixteen kb rotate log keep addition current log log data read use logcat device use platforms prior android forty-one jelly bean log data sandboxed per application application instal device capability read data log applications apache cordova ,npm
denial service multipartstream class package allow remote attackers denial service cpu consumption via long boundary string multipartstream class apache commons fileupload one hundred and thirty-two use apache tomcat 7x seven thousand and seventy 8x eight thousand and thirty-six 85x eight hundred and fifty-three 9x 900m7 products allow remote attackers denial service cpu consumption via long boundary string hp tomcatapache commons_fileupload ,unknown
denial service via large json payload fastify vulnerable denialofservice attack send request contenttype set applicationjson large payload fastify node module three hundred and eighty vulnerable denialofservice attack send request contenttype applicationjson large payload fastify fastify ,npm
unrestricted upload file dangerous type apache solr eight hundred and eleven eight hundred and twenty release apache solr contain insecure set configuration option default solrinsh configuration file ship solr use default solrinsh file affect release jmx monitor enable expose rmi_port default18983 without authentication port open inbound traffic firewall anyone network access solr nod able access jmx may turn allow upload malicious code execution solr server apache solr ,unknown
python3saml one hundred and twenty introduce several undisclosed security improvements ,unknown
path traversal localhostnow suffer path traversal vulnerability allow read content arbitrary file remote server ,npm
improper verification cryptographic signature httpsignature sign header value header name make httpsignature vulnerable header forgery thus attacker intercept request swap header name change mean request without change signature httpsignature reference implementation joyent http signature scheme versions nine hundred and eleven httpsignature sign header value header name make httpsignature vulnerable header forgery thus attacker intercept request swap header name change mean request without change signature joyent httpsignature ,npm
ruby gem blacklist bypass privilege escalation ruby gem forty-one vulnerable bypass due incomplete blacklist common privatelocal network address use prevent serverside request forgery ruby gem forty-one vulnerable bypass due incomplete blacklist common privatelocal network address use prevent serverside request forgery ,unknown
superset 0140a improve jinja2 security use one thousand  six hundred and thirty-two improve security scheme one thousand  five hundred and eighty-seven ,unknown
flasksecurityfork one hundred and eighty-one fix security bug validate confirmation token also check email token create match user current email ,unknown
djangoallauth two hundred and eighty previous versions contain vulnerability allow attacker alter provider specific settings scope andor auth_params part larger set change would persist across subsequent request users provide settings explicitly set within project settings translate directly request parameters give attacker undesirable control oauth two handshake affect explicitly configure settings ,unknown
moderate severity vulnerability affect ansible flaw find ansible version two hundred and twenty apt_key module properly verify key fingerprint allow remote adversary create openpgp key match short key id inject key instead correct key redhat ansible ,unknown
potential crlf injection attack mail http headers crlf injection vulnerability zendmail zend_mail zend framework eleven thousand  two hundred and twelve 2x two hundred and thirty-eight 24x two hundred and forty-one allow remote attackers inject arbitrary http headers conduct http response split attack via crlf sequence header email zend zend_framework ,unknown
view django one thousand  four hundred and eighteen 16x one thousand  six hundred and ten 17x one hundred and seventy-three read file entire line time allow remote attackers denial service memory consumption via long line file view django one thousand  four hundred and eighteen 16x one thousand  six hundred and ten 17x one hundred and seventy-three read file entire line time allow remote attackers denial service memory consumption via long line file djangoproject django ,unknown
inconsistent interpretation http request http request smuggle waitress would parse transferencoding header look single string value value chunk would fall use contentlength header instead accord http standard transferencoding comma separate list innermost encode first follow transfer cod end chunk request send transferencoding gzip chunk would incorrectly get ignore request would use contentlength header instead determine body size http message could allow waitress treat single request multiple request case http pipelining waitress version one hundred and thirty-one would parse transferencoding header look single string value value chunk would fall use contentlength header instead accord http standard transferencoding comma separate list innermost encode first follow transfer cod end chunk request send transferencoding gzip chunk would incorrectly get ignore request would use contentlength header instead determine body size http message could allow waitress treat single request multiple request case http pipelining issue fix waitress one hundred and forty agendaless waitress ,unknown
regular expression denial service acorn ,npm
high severity vulnerability affect rail example code digest authentication functionality ruby rail two hundred and thirty-three define block return nil instead false user exist allow contextdependent attackers bypass authentication applications derive example send invalid username without password david_hansson ruby_on_rails ,unknown
unspecified vulnerability zope 212x 213x use plone 40x four hundred and nine forty-one forty-two 42a2 allow remote attackers execute arbitrary command via vectors relate p_ class ofsmisc_py use python modules unspecified vulnerability zope 212x 213x use plone 40x four hundred and nine forty-one forty-two 42a2 allow remote attackers execute arbitrary command via vectors relate p_ class ofsmisc_py use python modules plone plonezope zope ,unknown
brbackup gem ruby libbrbackuprb name parameter sql injection brbackup gem ruby contain flaw may allow carry sql injection attack issue due libbrbackuprb script properly sanitize usersupplied input name parameter may allow remote attacker inject manipulate sql query backend database allow manipulation disclosure arbitrary data ,unknown
improper input validation possible create scorm package way add course could interact via web service order achieve remote code execution flaw find moodle versions thirty-eight three hundred and eighty-three thirty-seven three hundred and seventy-six thirty-six three thousand  six hundred and ten thirty-five three thousand  five hundred and twelve earlier unsupported versions possible create scorm package way add course could interact via web service order achieve remote code execution moodle moodle ,unknown
pygfm version 0283gfm12 include various security bug fix ,unknown
potential insufficient entropy vulnerability zf1 ,unknown
crosssite script store crosssite script xss vulnerability geminabox gem box allow attackers inject arbitrary web script via homepage value gemspec file relate viewsgemerb viewsindexerb store crosssite script xss vulnerability geminabox gem box one thousand  three hundred and ten allow attackers inject arbitrary web script via homepage value gemspec file relate viewsgemerb viewsindexerb geminabox_project geminabox ,unknown
information leakage airbrake ruby notifier mishandle blacklist_keys configuration option consequently may disclose passwords unauthorized actors airbrake ruby notifier four hundred and twenty-three airbrake mishandle blacklist_keys configuration option consequently may disclose passwords unauthorized actors fix four hundred and twenty-four also four hundred and twenty-two earlier unaffected airbrake airbrake_ruby ,unknown
crosssite script jenkins escape correctly href attribute link downstream job display build console page result store crosssite script vulnerability jenkins two thousand  two hundred and forty-four earlier lts twenty-two thousand  three hundred and fifty-one earlier escape correctly href attribute link downstream job display build console page result store crosssite script vulnerability jenkins jenkins ,unknown
crosssite request forgery csrf serverside request forgery vulnerability exist jenkins allow users overallread permission jenkins submit http get request arbitrary url learn whether response successful serverside request forgery vulnerability exist jenkins two thousand  one hundred and twenty older lts twenty-one thousand and seventy-two older allow users overallread permission jenkins submit http get request arbitrary url learn whether response successful two hundred jenkins jenkins ,unknown
crosssite request forgery csrf crosssite request forgery vulnerability jenkins mac plugin allow attackers connect attackerspecified ssh server use attackerspecified credentials crosssite request forgery vulnerability jenkins mac plugin one hundred and ten earlier allow attackers connect attackerspecified ssh server use attackerspecified credentials jenkins mac ,unknown
crosssite script xss store store xss vulnerability glance module file name contain malicious html eg embed iframe element javascript pseudoprotocol handler element allow execute javascript code user open directory list contain craft file name ,npm
